condition,country,actor_id,actor_age_years,actor_gender,dist,eq_uneq,decision,value,trial
DI,Uganda,uganda_actor_84,13,F,t15_dist,U,accept,high,t15
AI,Uganda,uganda_actor_85,14,M,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_86,13,F,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_87,13,M,t15_dist,U,reject,high,t15
AI,Uganda,uganda_actor_88,10,M,t15_dist,E,accept,low,t15
AI,Uganda,uganda_actor_89,11,F,t15_dist,E,accept,low,t15
DI,Uganda,uganda_actor_90,12,M,t15_dist,E,accept,low,t15
DI,Uganda,uganda_actor_91,10,M,t15_dist,E,accept,high,t15
AI,Uganda,uganda_actor_92,11,M,t15_dist,U,accept,low,t15
DI,Uganda,uganda_actor_93,10,F,t15_dist,U,reject,high,t15
AI,Uganda,uganda_actor_94,10,F,t15_dist,E,reject,high,t15
AI,Uganda,uganda_actor_95,11,F,t15_dist,U,accept,low,t15
AI,Uganda,uganda_actor_96,10,F,t15_dist,E,accept,high,t15
AI,Uganda,uganda_actor_97,11,M,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_98,10,M,t15_dist,U,accept,high,t15
DI,Uganda,uganda_actor_99,12,F,t15_dist,E,accept,high,t15
AI,Uganda,uganda_actor_100,12,M,t15_dist,E,accept,high,t15
AI,Uganda,uganda_actor_101,12,F,t15_dist,E,accept,low,t15
DI,Uganda,uganda_actor_102,10,F,t15_dist,U,reject,low,t15
AI,Uganda,uganda_actor_103,9,M,t15_dist,E,accept,high,t15
AI,Uganda,uganda_actor_104,11,M,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_105,10,M,t15_dist,U,reject,low,t15
AI,Uganda,uganda_actor_106,11,F,t15_dist,U,accept,low,t15
AI,Uganda,uganda_actor_107,12,M,t15_dist,U,reject,high,t15
AI,Uganda,uganda_actor_108,10,M,t15_dist,U,accept,low,t15
DI,Uganda,uganda_actor_109,10,F,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_110,11,F,t15_dist,U,accept,low,t15
DI,Uganda,uganda_actor_111,12,F,t15_dist,U,accept,low,t15
AI,Uganda,uganda_actor_112,10,F,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_113,10,F,t15_dist,U,reject,low,t15
DI,Uganda,uganda_actor_114,11,M,t15_dist,U,reject,low,t15
AI,Uganda,uganda_actor_115,10,F,t15_dist,U,accept,low,t15
AI,Uganda,uganda_actor_116,11,F,t15_dist,E,accept,high,t15
DI,Uganda,uganda_actor_1,7,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_2,8,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_3,8,M,t16_dist,E,reject,high,t16
AI,Uganda,uganda_actor_4,9,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_5,8,F,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_6,7,F,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_7,9,F,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_8,8,F,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_9,8,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_10,9,F,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_11,8,M,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_12,8,F,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_13,9,F,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_14,8,F,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_15,7,M,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_16,8,F,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_17,8,F,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_18,9,F,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_19,9,M,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_20,9,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_21,8,M,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_22,7,F,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_23,7,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_24,7,M,t16_dist,E,reject,high,t16
AI,Uganda,uganda_actor_25,9,F,t16_dist,E,reject,high,t16
DI,Uganda,uganda_actor_26,9,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_27,7,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_28,9,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_29,7,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_30,7,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_31,6,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_32,5,F,t16_dist,E,reject,high,t16
DI,Uganda,uganda_actor_33,6,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_34,4_5,M,t16_dist,E,reject,low,t16
AI,Uganda,uganda_actor_35,5,F,t16_dist,E,reject,high,t16
DI,Uganda,uganda_actor_36,6,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_37,5,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_38,6,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_39,5,M,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_40,6,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_41,6,F,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_42,4_5,M,t16_dist,NA,NA,high,t16
AI,Uganda,uganda_actor_43,5,F,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_44,6,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_45,5,F,t16_dist,U,reject,high,t16
DI,Uganda,uganda_actor_47,6,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_48,5,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_49,6,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_50,6,M,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_51,5,F,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_53,6,F,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_54,4,F,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_55,5,F,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_56,5,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_57,6,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_58,6,M,t16_dist,E,reject,high,t16
AI,Uganda,uganda_actor_59,15,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_60,13,F,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_61,13,F,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_62,13,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_63,13,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_64,15,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_65,13,F,t16_dist,U,reject,high,t16
DI,Uganda,uganda_actor_66,15,F,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_67,12,M,t16_dist,U,reject,high,t16
DI,Uganda,uganda_actor_68,13,M,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_69,13,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_70,15,M,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_71,13,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_72,13,F,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_73,13,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_74,14,F,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_75,13,M,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_76,13,M,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_77,13,F,t16_dist,U,accept,high,t16
AI,Uganda,uganda_actor_78,13,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_79,13,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_80,14,M,t16_dist,E,reject,high,t16
DI,Uganda,uganda_actor_81,15,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_82,13,M,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_83,14,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_84,13,F,t16_dist,U,reject,high,t16
AI,Uganda,uganda_actor_85,14,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_86,13,F,t16_dist,U,reject,high,t16
DI,Uganda,uganda_actor_87,13,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_88,10,M,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_89,11,F,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_90,12,M,t16_dist,NA,NA,low,t16
DI,Uganda,uganda_actor_91,10,M,t16_dist,U,accept,high,t16
AI,Uganda,uganda_actor_92,11,M,t16_dist,E,reject,low,t16
DI,Uganda,uganda_actor_93,10,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_94,10,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_95,11,F,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_96,10,F,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_97,11,M,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_98,10,M,t16_dist,E,accept,high,t16
DI,Uganda,uganda_actor_99,12,F,t16_dist,U,accept,high,t16
AI,Uganda,uganda_actor_100,12,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_101,12,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_102,10,F,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_103,9,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_104,11,M,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_105,10,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_106,11,F,t16_dist,E,accept,low,t16
AI,Uganda,uganda_actor_107,12,M,t16_dist,E,accept,high,t16
AI,Uganda,uganda_actor_108,10,M,t16_dist,E,accept,low,t16
DI,Uganda,uganda_actor_109,10,F,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_110,11,F,t16_dist,U,accept,low,t16
DI,Uganda,uganda_actor_111,12,F,t16_dist,U,accept,low,t16
AI,Uganda,uganda_actor_112,10,F,t16_dist,U,accept,high,t16
DI,Uganda,uganda_actor_113,10,F,t16_dist,U,reject,low,t16
DI,Uganda,uganda_actor_114,11,M,t16_dist,U,reject,low,t16
AI,Uganda,uganda_actor_115,10,F,t16_dist,E,reject,low,t16
AI,Uganda,uganda_actor_116,11,F,t16_dist,E,accept,high,t16
AI,Mexico,mexico_actor_1,9,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_2,9,M,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_4,5,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_6,12,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_11,9,F,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_12,13,M,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_13,11,M,t1_dist,U,reject,low,t1
DI,Mexico,mexico_actor_14,13,M,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_15,10,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_16,12,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_17,8,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_18,7,F,t1_dist,U,accept,low,t1
DI,Mexico,mexico_actor_19,5,F,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_20,11,F,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_21,8,F,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_22,6,F,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_23,15,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_24,7,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_25,9,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_26,7,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_27,7,F,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_28,9,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_30,7,M,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_31,14,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_32,7,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_33,7,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_34,11,M,t1_dist,U,accept,low,t1
DI,Mexico,mexico_actor_35,13,M,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_36,9,M,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_38,10,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_39,8,F,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_45,11,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_46,6,M,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_47,6,F,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_48,10,M,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_49,11,F,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_50,6,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_51,13,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_52,6,F,t1_dist,E,reject,low,t1
AI,Mexico,mexico_actor_53,12,F,t1_dist,E,reject,low,t1
AI,Mexico,mexico_actor_54,12,F,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_55,8,F,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_56,8,M,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_57,9,F,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_58,6,M,t1_dist,E,reject,high,t1
AI,Mexico,mexico_actor_59,14,M,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_60,8,M,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_61,5,F,t1_dist,U,accept,low,t1
DI,Mexico,mexico_actor_63,7,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_64,11,F,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_65,8,F,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_66,10,M,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_67,12,M,t1_dist,U,reject,high,t1
DI,Mexico,mexico_actor_68,11,M,t1_dist,E,reject,low,t1
AI,Mexico,mexico_actor_69,5,M,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_70,14,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_71,14,F,t1_dist,U,accept,high,t1
DI,Mexico,mexico_actor_72,5,F,t1_dist,U,reject,low,t1
AI,Mexico,mexico_actor_73,7,F,t1_dist,E,accept,low,t1
DI,Mexico,mexico_actor_74,4_7,M,t1_dist,E,reject,high,t1
AI,Mexico,mexico_actor_75,15,M,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_76,4,M,t1_dist,U,accept,low,t1
AI,Mexico,mexico_actor_77,10_2,F,t1_dist,U,accept,high,t1
AI,Mexico,mexico_actor_78,5,F,t1_dist,U,accept,low,t1
DI,Mexico,mexico_actor_79,6,M,t1_dist,E,accept,high,t1
AI,Mexico,mexico_actor_80,5,M,t1_dist,E,accept,high,t1
DI,Mexico,mexico_actor_81,6,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_82,7,F,t1_dist,E,accept,low,t1
AI,Mexico,mexico_actor_1,9,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_2,9,M,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_4,5,M,t2_dist,E,accept,high,t2
AI,Mexico,mexico_actor_6,12,M,t2_dist,U,reject,low,t2
DI,Mexico,mexico_actor_11,9,F,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_12,13,M,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_13,11,M,t2_dist,E,accept,low,t2
DI,Mexico,mexico_actor_14,13,M,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_15,10,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_16,12,M,t2_dist,U,reject,high,t2
AI,Mexico,mexico_actor_17,8,M,t2_dist,E,accept,low,t2
DI,Mexico,mexico_actor_18,7,F,t2_dist,E,accept,low,t2
DI,Mexico,mexico_actor_19,5,F,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_20,11,F,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_21,8,F,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_22,6,F,t2_dist,E,reject,low,t2
AI,Mexico,mexico_actor_23,15,M,t2_dist,E,reject,high,t2
AI,Mexico,mexico_actor_24,7,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_25,9,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_26,7,F,t2_dist,E,accept,low,t2
AI,Mexico,mexico_actor_27,7,F,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_28,9,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_30,7,M,t2_dist,E,accept,low,t2
AI,Mexico,mexico_actor_31,14,M,t2_dist,E,accept,high,t2
AI,Mexico,mexico_actor_32,7,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_33,7,M,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_34,11,M,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_35,13,M,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_36,9,M,t2_dist,E,reject,low,t2
AI,Mexico,mexico_actor_38,10,M,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_39,8,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_45,11,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_46,6,M,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_47,6,F,t2_dist,E,accept,low,t2
AI,Mexico,mexico_actor_48,10,M,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_49,11,F,t2_dist,U,reject,high,t2
DI,Mexico,mexico_actor_50,6,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_51,13,M,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_52,6,F,t2_dist,E,reject,low,t2
AI,Mexico,mexico_actor_53,12,F,t2_dist,E,accept,low,t2
AI,Mexico,mexico_actor_54,12,F,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_55,8,F,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_56,8,M,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_57,9,F,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_58,6,M,t2_dist,E,accept,high,t2
AI,Mexico,mexico_actor_59,14,M,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_60,8,M,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_61,5,F,t2_dist,E,accept,low,t2
DI,Mexico,mexico_actor_63,7,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_64,11,F,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_65,8,F,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_66,10,M,t2_dist,E,accept,high,t2
AI,Mexico,mexico_actor_67,12,M,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_68,11,M,t2_dist,E,accept,low,t2
AI,Mexico,mexico_actor_69,5,M,t2_dist,E,reject,low,t2
DI,Mexico,mexico_actor_70,14,M,t2_dist,U,reject,high,t2
AI,Mexico,mexico_actor_71,14,F,t2_dist,E,accept,high,t2
DI,Mexico,mexico_actor_72,5,F,t2_dist,U,reject,low,t2
AI,Mexico,mexico_actor_73,7,F,t2_dist,U,accept,low,t2
DI,Mexico,mexico_actor_74,4_7,M,t2_dist,E,reject,high,t2
AI,Mexico,mexico_actor_75,15,M,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_76,4,M,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_77,10_2,F,t2_dist,E,accept,high,t2
AI,Mexico,mexico_actor_78,5,F,t2_dist,E,accept,low,t2
DI,Mexico,mexico_actor_79,6,M,t2_dist,U,accept,high,t2
AI,Mexico,mexico_actor_80,5,M,t2_dist,U,accept,high,t2
DI,Mexico,mexico_actor_81,6,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_82,7,F,t2_dist,U,accept,low,t2
AI,Mexico,mexico_actor_1,9,M,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_2,9,M,t3_dist,E,reject,low,t3
AI,Mexico,mexico_actor_4,5,M,t3_dist,U,accept,high,t3
AI,Mexico,mexico_actor_6,12,M,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_11,9,F,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_12,13,M,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_13,11,M,t3_dist,E,reject,low,t3
DI,Mexico,mexico_actor_14,13,M,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_15,10,F,t3_dist,U,accept,low,t3
AI,Mexico,mexico_actor_16,12,M,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_17,8,M,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_18,7,F,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_19,5,F,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_20,11,F,t3_dist,U,reject,low,t3
DI,Mexico,mexico_actor_21,8,F,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_22,6,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_23,15,M,t3_dist,U,reject,high,t3
AI,Mexico,mexico_actor_24,7,M,t3_dist,U,accept,high,t3
AI,Mexico,mexico_actor_25,9,F,t3_dist,U,reject,low,t3
AI,Mexico,mexico_actor_26,7,F,t3_dist,U,accept,low,t3
AI,Mexico,mexico_actor_27,7,F,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_28,9,M,t3_dist,U,accept,high,t3
AI,Mexico,mexico_actor_30,7,M,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_31,14,M,t3_dist,U,accept,high,t3
AI,Mexico,mexico_actor_32,7,M,t3_dist,U,accept,high,t3
AI,Mexico,mexico_actor_33,7,M,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_34,11,M,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_35,13,M,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_36,9,M,t3_dist,U,accept,low,t3
AI,Mexico,mexico_actor_38,10,M,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_39,8,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_45,11,M,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_46,6,M,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_47,6,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_48,10,M,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_49,11,F,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_50,6,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_51,13,M,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_52,6,F,t3_dist,U,reject,low,t3
AI,Mexico,mexico_actor_53,12,F,t3_dist,U,accept,low,t3
AI,Mexico,mexico_actor_54,12,F,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_55,8,F,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_56,8,M,t3_dist,U,reject,low,t3
AI,Mexico,mexico_actor_57,9,F,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_58,6,M,t3_dist,U,reject,high,t3
AI,Mexico,mexico_actor_59,14,M,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_60,8,M,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_61,5,F,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_63,7,M,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_64,11,F,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_65,8,F,t3_dist,E,accept,low,t3
DI,Mexico,mexico_actor_66,10,M,t3_dist,E,reject,high,t3
AI,Mexico,mexico_actor_67,12,M,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_68,11,M,t3_dist,U,reject,low,t3
AI,Mexico,mexico_actor_69,5,M,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_70,14,M,t3_dist,U,reject,high,t3
AI,Mexico,mexico_actor_71,14,F,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_72,5,F,t3_dist,U,reject,low,t3
AI,Mexico,mexico_actor_73,7,F,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_74,4_7,M,t3_dist,U,reject,high,t3
AI,Mexico,mexico_actor_75,15,M,t3_dist,E,accept,high,t3
DI,Mexico,mexico_actor_76,4,M,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_77,10_2,F,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_78,5,F,t3_dist,U,accept,low,t3
DI,Mexico,mexico_actor_79,6,M,t3_dist,E,accept,high,t3
AI,Mexico,mexico_actor_80,5,M,t3_dist,U,accept,high,t3
DI,Mexico,mexico_actor_81,6,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_82,7,F,t3_dist,E,accept,low,t3
AI,Mexico,mexico_actor_1,9,M,t4_dist,E,accept,high,t4
AI,Mexico,mexico_actor_2,9,M,t4_dist,U,accept,low,t4
AI,Mexico,mexico_actor_4,5,M,t4_dist,U,accept,high,t4
AI,Mexico,mexico_actor_6,12,M,t4_dist,U,reject,low,t4
DI,Mexico,mexico_actor_11,9,F,t4_dist,U,reject,high,t4
DI,Mexico,mexico_actor_12,13,M,t4_dist,U,reject,high,t4
DI,Mexico,mexico_actor_13,11,M,t4_dist,U,reject,low,t4
DI,Mexico,mexico_actor_14,13,M,t4_dist,E,accept,high,t4
DI,Mexico,mexico_actor_15,10,F,t4_dist,E,reject,low,t4
AI,Mexico,mexico_actor_16,12,M,t4_dist,E,reject,high,t4
AI,Mexico,mexico_actor_17,8,M,t4_dist,E,accept,low,t4
DI,Mexico,mexico_actor_18,7,F,t4_dist,U,accept,low,t4
DI,Mexico,mexico_actor_19,5,F,t4_dist,U,accept,high,t4
DI,Mexico,mexico_actor_20,11,F,t4_dist,E,accept,low,t4
DI,Mexico,mexico_actor_21,8,F,t4_dist,E,accept,high,t4
AI,Mexico,mexico_actor_22,6,F,t4_dist,U,accept,low,t4
AI,Mexico,mexico_actor_23,15,M,t4_dist,U,reject,high,t4
AI,Mexico,mexico_actor_24,7,M,t4_dist,E,accept,high,t4
AI,Mexico,mexico_actor_25,9,F,t4_dist,U,accept,low,t4
AI,Mexico,mexico_actor_26,7,F,t4_dist,E,reject,low,t4
AI,Mexico,mexico_actor_27,7,F,t4_dist,E,accept,high,t4
DI,Mexico,mexico_actor_28,9,M,t4_dist,U,accept,high,t4
AI,Mexico,mexico_actor_30,7,M,t4_dist,U,accept,low,t4
AI,Mexico,mexico_actor_31,14,M,t4_dist,U,accept,high,t4
AI,Mexico,mexico_actor_32,7,M,t4_dist,E,accept,high,t4
